-3.296882e-07	1.976965e-06
3.306195e-08	-6.658956e-07
1.906883e-06	-6.004702e-07
5.196780e-07	4.735775e-07
-4.693866e-07	-1.019565e-06
1.498032e-06	2.351590e-07
1.973240e-06	2.213754e-06
8.265488e-07	2.109446e-07
-1.052395e-06	-7.846393e-07
-1.127832e-06	2.598157e-06
-1.135515e-06	1.753215e-06
8.395873e-07	-1.981622e-06
8.589122e-07	8.940697e-08
-9.189826e-07	3.306195e-08
-9.618234e-07	6.682239e-08
1.079636e-06	-1.492677e-06
1.576263e-06	-1.371372e-06
8.917414e-08	-1.088949e-06
1.135748e-06	-4.530884e-07
9.557698e-07	1.888257e-07
-1.821667e-06	9.958167e-07
2.915040e-07	7.636845e-07
2.863817e-07	1.981854e-06
-1.192093e-07	1.362525e-06
-1.373701e-08	-1.341105e-06
3.767200e-07	-4.339963e-07
-1.083827e-06	1.484994e-06
-1.379754e-06	1.082662e-07
-3.620517e-07	-8.537900e-07
2.683839e-06	6.135087e-07
1.102686e-06	-5.711336e-07
1.422595e-07	4.449394e-07
1.615845e-07	1.316657e-06
-5.301554e-07	2.104789e-07
-1.264270e-07	-1.725974e-06
-4.782341e-07	1.327833e-06
-9.078067e-07	-1.025153e-06
3.909227e-07	-1.448672e-06
-1.131790e-06	-3.301539e-07
-1.707813e-06	1.736917e-07
-1.860317e-07	-1.548324e-07
1.392793e-06	1.147622e-06
1.319917e-06	2.079178e-07
-1.639361e-06	-6.628688e-07
-2.051471e-06	-9.399373e-07
-8.039642e-07	-5.334150e-07
-7.026829e-07	-2.211891e-08
-3.103632e-07	-7.566996e-08
-1.196750e-07	-1.632143e-06
-6.947666e-07	4.675239e-07
7.799827e-07	6.442424e-07
5.026814e-07	1.306180e-07
1.485227e-06	9.704381e-07
6.875489e-07	-7.874332e-07
-7.005874e-07	8.870848e-08
-4.190952e-07	1.667999e-06
6.146729e-08	1.867302e-07
6.114133e-07	7.865019e-07
5.518086e-08	1.796987e-06
3.199093e-07	1.184177e-06
6.910414e-07	6.332994e-07
5.285256e-07	-1.555309e-07
7.355120e-07	5.762558e-07
-2.321322e-07	1.188368e-06
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
1.197215e-06	-6.069895e-07
4.556496e-07	1.495471e-06
-6.363261e-07	1.047971e-06
6.048940e-07	-3.171153e-07
-3.532041e-07	1.304550e-06
3.583264e-07	1.337845e-06
3.403984e-07	6.151386e-07
4.933681e-07	8.631032e-07
-9.615906e-08	-3.243331e-07
1.762528e-07	4.922040e-07
-3.310852e-07	-7.450581e-09
-7.606577e-07	-1.150649e-06
4.023314e-07	-1.229579e-06
2.942979e-07	7.441267e-07
-1.887791e-06	-7.250346e-07
-1.181150e-06	-1.060776e-06
-5.518086e-08	-9.338837e-07
5.285256e-07	7.185154e-07
9.820797e-07	5.378388e-08
5.792826e-07	1.492444e-07
-6.584451e-07	-9.546056e-08
5.022157e-07	-8.197967e-07
1.227017e-06	2.877787e-07
-6.828923e-07	-1.460547e-06
7.171184e-08	-1.043081e-06
4.617032e-07	6.661285e-07
4.523899e-07	2.984889e-07
-9.601936e-07	-5.634502e-08
1.012813e-07	9.790529e-07
9.080395e-07	-5.743932e-07
1.413980e-06	8.305069e-07
1.806067e-06	2.022600e-06
-9.818468e-07	1.041219e-06
-9.262003e-07	6.568152e-07
2.856832e-07	9.045471e-07
9.655487e-07	-8.400530e-07
-8.295756e-07	-1.146458e-06
-2.484303e-07	1.322012e-06
6.698538e-07	-4.624017e-07
-7.676426e-07	-1.272885e-06
-1.057051e-06	-9.634532e-07
-8.754432e-08	-4.856847e-07
-7.450581e-08	-4.586764e-08
-1.435634e-06	2.054498e-06
-7.478520e-07	1.424924e-06
-7.671770e-07	-6.931368e-07
1.670327e-06	-9.080395e-08
-6.379560e-08	-1.055887e-06
-1.123408e-06	-1.071719e-06
-3.064051e-07	3.026798e-08
1.250068e-06	-3.734604e-07
-1.133885e-07	8.491334e-07
-7.215422e-07	6.114133e-07
-1.050066e-07	-2.782326e-07
3.352761e-08	-8.777715e-08
1.179054e-06	-3.904570e-07
-1.014909e-06	-1.781154e-07
-2.835412e-06	-7.473864e-07
-4.856847e-07	5.303882e-07
5.264301e-07	3.515510e-06
1.093838e-06	1.205597e-06
2.394430e-06	-4.528556e-07
7.781200e-07	-1.741573e-07
-1.329929e-06	7.192139e-07
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
-1.079170e-06	1.194421e-07
-2.428424e-07	1.421431e-06
1.942506e-06	2.536690e-06
1.105480e-06	8.181669e-07
-2.367888e-07	-3.708992e-07
-1.955777e-08	5.459879e-07
-6.519258e-07	1.645414e-06
-1.344131e-06	4.009344e-06
-1.489418e-06	2.970221e-06
-1.223292e-06	7.618219e-07
-9.634532e-07	5.892944e-07
-1.048204e-06	-4.014000e-07
-3.913650e-06	-1.188833e-06
-3.998866e-06	-5.227048e-07
-2.489658e-06	-1.503620e-06
-2.349028e-06	-2.653571e-06
8.651987e-07	-1.312699e-06
1.144595e-06	-1.716428e-06
-5.590264e-07	-3.823079e-07
-3.902242e-07	6.125774e-07
-7.543713e-08	-9.345822e-07
2.018875e-06	-8.952338e-07
2.172310e-06	3.976747e-07
-5.927868e-07	-2.821907e-06
-1.614681e-06	-3.164634e-06
6.030314e-08	-2.551824e-07
-1.673354e-06	1.129229e-06
2.884772e-07	1.845649e-06
2.769521e-06	-1.632143e-07
4.553236e-06	1.046108e-06
8.945353e-07	1.888257e-06
-1.142500e-06	1.535984e-06
1.275912e-06	4.733447e-07
9.010546e-08	-2.600718e-07
-4.614703e-07	-9.802170e-07
1.469161e-07	-1.110602e-07
-4.337635e-07	-4.374888e-07
-1.142034e-06	-2.059620e-06
-5.161855e-07	-5.131587e-07
1.937617e-06	-1.894543e-06
8.933712e-07	-2.158107e-06
-1.028413e-06	-4.491303e-07
-6.461050e-07	-2.903398e-07
-2.467074e-06	-2.451008e-06
-2.730172e-06	-2.404209e-06
-2.048211e-06	-2.442626e-06
-2.338318e-06	4.337635e-07
9.890646e-07	1.204433e-06
-1.180684e-06	-9.234063e-07
-8.428469e-07	-1.208857e-06
1.861947e-06	2.766727e-06
2.359040e-06	2.489425e-06
3.278255e-07	6.684568e-07
-2.840534e-08	6.635673e-07
-1.175795e-07	9.755604e-07
-6.349292e-07	2.116431e-06
-1.735287e-06	4.300382e-07
-2.357876e-06	1.123874e-06
-3.818423e-06	1.379754e-06
7.310882e-08	-9.532087e-07
2.939021e-06	2.174638e-07
1.567416e-06	1.634937e-06
-1.413282e-06	3.582099e-06
1.818407e-07	1.911074e-06
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
0.000000e+00	0.000000e+00
7.962808e-07	-3.383029e-07
9.667128e-07	-2.066605e-06
-1.057750e-06	-9.047799e-07
-2.586748e-07	-6.621704e-07
-2.793968e-07	-8.372590e-07
7.729977e-07	4.498288e-07
2.163230e-06	-6.868504e-07
2.528075e-06	-2.110610e-06
4.044268e-06	-2.005603e-06
2.038665e-06	2.398156e-08
1.174398e-06	2.565794e-07
2.254732e-06	-4.619360e-07
-2.840534e-08	8.337665e-07
9.723008e-07	4.192116e-06
8.225907e-07	2.853340e-06
-8.919742e-07	1.071254e-06
-1.711305e-06	1.238426e-06
-1.879409e-06	2.062880e-06
-2.515037e-06	9.040814e-07
-1.925975e-06	6.572809e-07
-6.973278e-07	1.295703e-06
-2.476387e-06	-1.211418e-06
-2.809800e-06	-2.257759e-06
-1.567416e-06	-9.599607e-07
-7.455237e-07	-5.415641e-07
3.189780e-08	4.069880e-07
2.372079e-06	1.531560e-06
7.573981e-07	-2.406538e-06
6.929040e-07	-3.370224e-06
-1.671258e-06	-3.392575e-06
5.317852e-07	-2.540881e-06
